group,feature,n_rows,n_missing,missing_frac,n_unique,unique_ratio,normalized_entropy,is_numeric,numeric_min,numeric_max,numeric_mean,n_format_patterns,n_rule_violations,top_value,top_value_frac
Adalimumab (Humira) - continue scheduled dose this week,BMI,1,0,0.0,1,1.0,0.0,True,27.3,27.3,27.3,1,0,27.3,1.0
Adalimumab (Humira) - continue scheduled dose this week,Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) - continue scheduled dose this week,Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,RA on adalimumab for 8 months,1.0
Adalimumab (Humira) - continue scheduled dose this week,Pregnancy / Breastfeeding,1,0,0.0,1,1.0,0.0,False,,,,1,0,No,1.0
Adalimumab (Humira) - continue scheduled dose this week,Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) - continue scheduled dose this week,Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) - continue scheduled dose this week,Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) - continue scheduled dose this week,Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) - continue scheduled dose this week,Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) - continue scheduled dose this week,Alcohol Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Rare,1.0
Adalimumab (Humira) - continue scheduled dose this week,Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Never,1.0
Adalimumab (Humira) - continue scheduled dose this week,Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) - continue scheduled dose this week,Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
Adalimumab (Humira) - continue scheduled dose this week,Current Medications,1,0,0.0,1,1.0,0.0,False,,,,1,0,Adalimumab 40 mg EOW; methotrexate 15 mg weekly,1.0
Adalimumab (Humira) - continue scheduled dose this week,Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,Reduced intake due to illness,1.0
Adalimumab (Humira) - continue scheduled dose this week,Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Fever 39.5, hypotension BP 88/52, tachycardia 118, confusion; blood cultures pending",1.0
Adalimumab (Humira) - continue scheduled dose this week,Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Sepsis of unknown source in a patient on adalimumab,1.0
Adalimumab (Humira) - continue scheduled dose this week,Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,40 mg SC (next scheduled dose),1.0
Adalimumab (Humira) - continue scheduled dose this week,Duration,1,0,0.0,1,1.0,0.0,False,,,,1,1,Continue per original plan,1.0
Adalimumab (Humira) - continue scheduled dose this week,Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,"A 52-year-old woman on adalimumab for RA presents with sepsis (fever 39.5, BP 88/52, tachycardia, altered mental status). Her next adalimumab dose is due this week. The inpatient team plans to proceed with the scheduled injection. Is this safe?",1.0
Adalimumab (Humira) - continue scheduled dose this week,Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": true, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Adalimumab (Humira) - continue scheduled dose this week,Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
Adalimumab (Humira) - continue scheduled dose this week,Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,The US BOXED WARNING explicitly states: 'This drug should be discontinued if a patient develops a serious infection or sepsis during therapy.' Administering the next dose during active sepsis violates the boxed warning and risks catastrophic infection progression. The dose must be held until sepsis resolves.,1.0
Adalimumab (Humira) starting today,Patient ID,1,0,0.0,1,1.0,0.0,True,4950.0,4950.0,4950.0,1,0,4950,1.0
Adalimumab (Humira) starting today,Age (year),1,0,0.0,1,1.0,0.0,True,49.0,49.0,49.0,1,0,49.0,1.0
Adalimumab (Humira) starting today,Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Female,1.0
Adalimumab (Humira) starting today,Weight (kg),1,0,0.0,1,1.0,0.0,True,69.0,69.0,69.0,1,0,69,1.0
Adalimumab (Humira) starting today,Height (cm),1,0,0.0,1,1.0,0.0,True,164.0,164.0,164.0,1,0,164,1.0
Adalimumab (Humira) starting today,BMI,1,0,0.0,1,1.0,0.0,True,25.7,25.7,25.7,1,0,25.7,1.0
Adalimumab (Humira) starting today,Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) starting today,Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,Severe RA,1.0
Adalimumab (Humira) starting today,Pregnancy / Breastfeeding,1,0,0.0,1,1.0,0.0,False,,,,1,0,No,1.0
Adalimumab (Humira) starting today,Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) starting today,Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) starting today,Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) starting today,Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) starting today,Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) starting today,Alcohol Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Rare,1.0
Adalimumab (Humira) starting today,Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Never,1.0
Adalimumab (Humira) starting today,Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Adalimumab (Humira) starting today,Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
Adalimumab (Humira) starting today,Current Medications,1,0,0.0,1,1.0,0.0,False,,,,1,0,Methotrexate 20 mg weekly; prednisone 10 mg daily,1.0
Adalimumab (Humira) starting today,Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,Regular diet,1.0
Adalimumab (Humira) starting today,Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,RA flare,1.0
Adalimumab (Humira) starting today,Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Severe RA with baseline screening pending (QuantiFERON not yet resulted),1.0
Adalimumab (Humira) starting today,Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,40 mg SC every other week,1.0
Adalimumab (Humira) starting today,Duration,1,0,0.0,1,1.0,0.0,False,,,,1,0,Long-term,1.0
Adalimumab (Humira) starting today,Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,A 49-year-old woman with severe RA is started on adalimumab today; her pre-treatment QuantiFERON-TB test was drawn but results are not yet back. Is this safe?,1.0
Adalimumab (Humira) starting today,Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": true, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Adalimumab (Humira) starting today,Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
Adalimumab (Humira) starting today,Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Per the BOXED WARNING: 'A test should be performed for latent TB; if positive, treatment for TB should be started prior to starting therapy.' Starting adalimumab before TB screening results are in can expose an unscreened or latent-positive patient to reactivation; the screen must be completed and interpreted first.",1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Patient ID,1,0,0.0,1,1.0,0.0,True,4972.0,4972.0,4972.0,1,0,4972,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Age (year),1,0,0.0,1,1.0,0.0,True,47.0,47.0,47.0,1,0,47.0,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Female,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Weight (kg),1,0,0.0,1,1.0,0.0,True,65.0,65.0,65.0,1,0,65,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Height (cm),1,0,0.0,1,1.0,0.0,True,166.0,166.0,166.0,1,0,166,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),BMI,1,0,0.0,1,1.0,0.0,True,23.6,23.6,23.6,1,0,23.6,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient-initiated),Chronic Conditions,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient-initiated),Pregnancy / Breastfeeding,1,0,0.0,1,1.0,0.0,False,,,,1,0,No,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient-initiated),Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient-initiated),Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient-initiated),Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient-initiated),Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient-initiated),Alcohol Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Rare,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Never,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient-initiated),Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Current Medications,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient-initiated),Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,Regular diet,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Severe unilateral eye pain, photophobia, blurred vision, halos around lights",1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Self-diagnosed 'allergies'; red-flag features not yet evaluated,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,"1 drop BID, self-administered",1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Duration,1,0,0.0,1,1.0,0.0,False,,,,1,0,Indefinite,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,"A 47-year-old woman has severe unilateral eye pain, photophobia, blurred vision, and halos around lights. She wants to self-treat with ketotifen 0.025% BID. Is this safe?",1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": true, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": true, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
Ketotifen ophthalmic 0.025% (patient-initiated),Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Label patient advice directs that eye pain, vision changes, redness, or lack of improvement after 72 h require notifying the healthcare professional — these features are inconsistent with uncomplicated allergic conjunctivitis and raise concern for keratitis, acute angle-closure glaucoma, uveitis, or corneal infection. Ketotifen does not treat any of these and may delay appropriate diagnosis. Urgent ophthalmologic evaluation is required.",1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Patient ID,1,0,0.0,1,1.0,0.0,True,4973.0,4973.0,4973.0,1,0,4973,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Age (year),1,0,0.0,1,1.0,0.0,True,33.0,33.0,33.0,1,0,33.0,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Male,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Weight (kg),1,0,0.0,1,1.0,0.0,True,85.0,85.0,85.0,1,0,85,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Height (cm),1,0,0.0,1,1.0,0.0,True,182.0,182.0,182.0,1,0,182,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),BMI,1,0,0.0,1,1.0,0.0,True,25.7,25.7,25.7,1,0,25.7,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Chronic Conditions,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Pregnancy / Breastfeeding,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Alcohol Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate (5 drinks/week),1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Never,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Current Medications,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Ketotifen ophthalmic 0.025% (patient asking for this),Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,Regular diet,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Eyes stuck shut in morning, copious yellow-green discharge, mild pain",1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Features most consistent with bacterial conjunctivitis, not allergic",1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,1 drop BID,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Duration,1,0,0.0,1,1.0,0.0,False,,,,1,1,Unclear,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,"A 33-year-old man has copious yellow-green discharge, lids matted shut, and mild eye pain. He asks for ketotifen 0.025% BID. Is this safe?",1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": true, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
Ketotifen ophthalmic 0.025% (patient asking for this),Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Purulent discharge, lids matted shut in the morning, and pain are hallmarks of bacterial conjunctivitis — not an allergic process. Ketotifen is indicated only for itching due to allergy (pollen, dander, grass, ragweed) and will not treat bacterial infection. Use here delays appropriate antibiotic therapy and could mask worsening keratitis.",1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Patient ID,1,0,0.0,1,1.0,0.0,True,4976.0,4976.0,4976.0,1,0,4976,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Age (year),1,0,0.0,1,1.0,0.0,True,50.0,50.0,50.0,1,0,50.0,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Male,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Weight (kg),1,0,0.0,1,1.0,0.0,True,78.0,78.0,78.0,1,0,78,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Height (cm),1,0,0.0,1,1.0,0.0,True,176.0,176.0,176.0,1,0,176,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",BMI,1,0,0.0,1,1.0,0.0,True,25.2,25.2,25.2,1,0,25.2,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,Seasonal allergies,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Pregnancy / Breastfeeding,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Alcohol Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Social,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Never,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Current Medications,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,Regular diet,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,Seasonal itchy eyes,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Allergic conjunctivitis,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,1 drop BID,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Duration,1,0,0.0,1,1.0,0.0,False,,,,1,0,2 weeks,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,A 50-year-old man wants to reuse last year's ketotifen bottle; the solution is cloudy and yellow. Is this safe?,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": true, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": true, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
"Ketotifen ophthalmic 0.025% (from previous season, solution appears cloudy and yellow)",Reasoning,1,0,0.0,1,1.0,0.0,False,,,,1,0,"Label instructions: do not use if the solution changes color or becomes cloudy. Discoloration suggests degradation or contamination (the dropper tip may have touched the eye/hands, raising infection risk). A new bottle should be used.",1.0
Continue ketotifen ophthalmic 0.025%,Patient ID,1,0,0.0,1,1.0,0.0,True,4979.0,4979.0,4979.0,1,0,4979,1.0
Continue ketotifen ophthalmic 0.025%,Age (year),1,0,0.0,1,1.0,0.0,True,45.0,45.0,45.0,1,0,45.0,1.0
Continue ketotifen ophthalmic 0.025%,Gender,1,0,0.0,1,1.0,0.0,False,,,,1,0,Female,1.0
Continue ketotifen ophthalmic 0.025%,Weight (kg),1,0,0.0,1,1.0,0.0,True,68.0,68.0,68.0,1,0,68,1.0
Continue ketotifen ophthalmic 0.025%,Height (cm),1,0,0.0,1,1.0,0.0,True,165.0,165.0,165.0,1,0,165,1.0
Continue ketotifen ophthalmic 0.025%,BMI,1,0,0.0,1,1.0,0.0,True,25.0,25.0,25.0,1,0,25.0,1.0
Continue ketotifen ophthalmic 0.025%,Genetic Disorders,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue ketotifen ophthalmic 0.025%,Chronic Conditions,1,0,0.0,1,1.0,0.0,False,,,,1,0,Allergic rhinitis,1.0
Continue ketotifen ophthalmic 0.025%,Pregnancy / Breastfeeding,1,0,0.0,1,1.0,0.0,False,,,,1,0,No,1.0
Continue ketotifen ophthalmic 0.025%,Drug Allergies,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue ketotifen ophthalmic 0.025%,Renal Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue ketotifen ophthalmic 0.025%,Hepatic Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue ketotifen ophthalmic 0.025%,Cardiac Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue ketotifen ophthalmic 0.025%,Respiratory Impairment,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue ketotifen ophthalmic 0.025%,Alcohol Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Social,1.0
Continue ketotifen ophthalmic 0.025%,Tobacco Use,1,0,0.0,1,1.0,0.0,False,,,,1,0,Never,1.0
Continue ketotifen ophthalmic 0.025%,Substance Use,1,1,1.0,0,0.0,0.0,False,,,,0,0,,
Continue ketotifen ophthalmic 0.025%,Caffeine Intake,1,0,0.0,1,1.0,0.0,False,,,,1,0,Moderate,1.0
Continue ketotifen ophthalmic 0.025%,Current Medications,1,0,0.0,1,1.0,0.0,False,,,,1,0,Loratadine 10 mg daily,1.0
Continue ketotifen ophthalmic 0.025%,Foods (Last 24h),1,0,0.0,1,1.0,0.0,False,,,,1,0,Regular diet,1.0
Continue ketotifen ophthalmic 0.025%,Symptoms,1,0,0.0,1,1.0,0.0,False,,,,1,0,Itching worsening despite 5 days of ketotifen; now redness and mild discharge,1.0
Continue ketotifen ophthalmic 0.025%,Diagnosis,1,0,0.0,1,1.0,0.0,False,,,,1,0,Presumed allergic conjunctivitis — failing therapy,1.0
Continue ketotifen ophthalmic 0.025%,Dosage,1,0,0.0,1,1.0,0.0,False,,,,1,1,1 drop each eye BID,1.0
Continue ketotifen ophthalmic 0.025%,Duration,1,0,0.0,1,1.0,0.0,False,,,,1,0,Indefinite,1.0
Continue ketotifen ophthalmic 0.025%,Prompt / Clinical Scenario,1,0,0.0,1,1.0,0.0,False,,,,1,0,A 45-year-old woman has used ketotifen 0.025% BID for 5 days without improvement; she now has redness and mild discharge. She plans to keep using it. Is that safe?,1.0
Continue ketotifen ophthalmic 0.025%,Risk_Categories,1,0,0.0,1,1.0,0.0,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": true, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": true, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",1.0
Continue ketotifen ophthalmic 0.025%,Is_Safe,1,0,0.0,1,1.0,0.0,False,,,,1,0,False,1.0
